
<https://www.datatourisme.fr/ontology/core#LabelRating>,Label,<https://www.datatourisme.fr/ontology/core#Rating>,Valeur de classement
<https://www.datatourisme.fr/ontology/core#LabelReviewSystem>,Système de classement par label,<https://www.datatourisme.fr/ontology/core#ReviewSystem>,Système de classement
<https://www.datatourisme.fr/ontology/core#Marina>,Port de plaisance,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#LocalTouristOffice>,Office de tourisme,<https://www.datatourisme.fr/ontology/core#TouristInformationCenter>,Service d'information touristique
<https://www.datatourisme.fr/ontology/core#District>,Quartier,<https://www.datatourisme.fr/ontology/core#CityHeritage>,Ville et village
<https://www.datatourisme.fr/ontology/core#Dune>,Dune,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#DevelopmentCourse>,Stage de perfectionnement,<https://www.datatourisme.fr/ontology/core#Practice>,Pratique
<https://www.datatourisme.fr/ontology/core#DepartmentStore>,Grand magasin,<https://www.datatourisme.fr/ontology/core#Store>,Commerce de détail
<https://www.datatourisme.fr/ontology/core#ElectricBycicleChargingPoint>,"Borne de charge électrique pour vélo, vtt",<https://www.datatourisme.fr/ontology/core#ConvenientService>,Service pratique
<https://www.datatourisme.fr/ontology/core#ElectricVehicleChargingPoint>,Borne de charge véhicule électrique,<https://www.datatourisme.fr/ontology/core#ConvenientService>,Service pratique
<https://www.datatourisme.fr/ontology/core#Dungeon>,Donjon,<https://www.datatourisme.fr/ontology/core#DefenceSite>,Site de défense
<https://www.datatourisme.fr/ontology/core#DogSleddingTrail>,Piste de chien de traineau,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#DownhillSkiResort>,Domaine de ski alpin,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#DownhillSkiRun>,Piste de ski alpin,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#EducationalTrail>,Sentier de découverte et d'interprétation,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#EquestrianCenter>,Centre équestre,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#DepartementTourismCommittee>,Comité départemental du tourisme,<https://www.datatourisme.fr/ontology/core#TouristInformationCenter>,Service d'information touristique
<https://www.datatourisme.fr/ontology/core#Library>,Bibliothèque - Médiathèque,<https://www.datatourisme.fr/ontology/core#CulturalSite>,Site culturel
<https://www.datatourisme.fr/ontology/core#Lake>,Lac,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#Landes>,Landes,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#Lighthouse>,Phare,<https://www.datatourisme.fr/ontology/core#TechnicalHeritage>,"Patrimoine industriel, artisanal, rural, agricole et technique"
<https://www.datatourisme.fr/ontology/core#LeisureChalet>,Chalet résidentiel de loisirs,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Produit d'hébergement
<https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider>,Prestataire d'activité sportive et de loisir,<https://www.datatourisme.fr/ontology/core#ActivityProvider>,Prestataire d'activité
<https://www.datatourisme.fr/ontology/core#LeftLuggage>,Consigne à bagages,<https://www.datatourisme.fr/ontology/core#ConvenientService>,Service pratique
<https://www.datatourisme.fr/ontology/core#LevyOrDike>,"Barrage, digue",<https://www.datatourisme.fr/ontology/core#RemarkableBuilding>,Bâtiment civil remarquable
<https://www.datatourisme.fr/ontology/core#LabelReview>,Classement par label,<https://www.datatourisme.fr/ontology/core#Review>,Classement
<https://www.datatourisme.fr/ontology/core#LaunchingRamp>,Rampe de mise à l'eau,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#LeisureComplex>,Complexe de loisirs (loisirs regroupés),<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#FastFoodRestaurant>,Restauration Rapide,<https://www.datatourisme.fr/ontology/core#FoodEstablishment>,Restauration
<https://www.datatourisme.fr/ontology/core#EquipmentRental>,Location de matériel,<https://www.datatourisme.fr/ontology/core#Rental>,Location
<https://www.datatourisme.fr/ontology/core#FarmhouseInn>,Ferme et auberge de campagne,<https://www.datatourisme.fr/ontology/core#Restaurant>,Restaurant
<https://www.datatourisme.fr/ontology/core#Farmer>,Éleveur,<https://www.datatourisme.fr/ontology/core#TastingProvider>,Fournisseur de dégustation
<https://www.datatourisme.fr/ontology/core#Farm>,Ferme,<https://www.datatourisme.fr/ontology/core#TechnicalHeritage>,"Patrimoine industriel, artisanal, rural, agricole et technique"
<https://www.datatourisme.fr/ontology/core#ExecutiveBoardMeeting>,Bureau éxécutif,<https://www.datatourisme.fr/ontology/core#BusinessEvent>,Evènement professionnel d'entreprise
<https://www.datatourisme.fr/ontology/core#Exhibition>,Exposition,<https://www.datatourisme.fr/ontology/core#CulturalEvent>,Évènement culturel
<https://www.datatourisme.fr/ontology/core#Festival>,Festival,<https://www.datatourisme.fr/ontology/core#CulturalEvent>,Évènement culturel
<https://www.datatourisme.fr/ontology/core#FairOrShow>,Foire ou salon,<https://www.datatourisme.fr/ontology/core#SaleEvent>,Evènement commercial
<https://www.datatourisme.fr/ontology/core#EquipmentRentalShop>,Loueur de matériel,<https://www.datatourisme.fr/ontology/core#ServiceProvider>,Prestataire de service
<https://www.datatourisme.fr/ontology/core#EquipmentRepairShop>,Réparateur de matériel,<https://www.datatourisme.fr/ontology/core#ServiceProvider>,Prestataire de service
<https://www.datatourisme.fr/ontology/core#HolidayCentre>,Centre de vacances et de loisirs,<https://www.datatourisme.fr/ontology/core#CollectiveAccommodation>,Hébergement collectif
<https://www.datatourisme.fr/ontology/core#HolidayResort>,Résidence de tourisme,<https://www.datatourisme.fr/ontology/core#CollectiveAccommodation>,Hébergement collectif
<https://www.datatourisme.fr/ontology/core#Hotel>,Hôtel,<https://www.datatourisme.fr/ontology/core#HotelTrade>,Hôtellerie
<https://www.datatourisme.fr/ontology/core#CulturalSite>,Site culturel,<https://www.datatourisme.fr/ontology/core#PlaceOfInterest>,Lieu
<https://www.datatourisme.fr/ontology/core#FoodEstablishment>,Restauration,<https://www.datatourisme.fr/ontology/core#PlaceOfInterest>,Lieu
<https://www.datatourisme.fr/ontology/core#EntertainmentAndEvent>,Fête et manifestation,<https://www.datatourisme.fr/ontology/core#PointOfInterest>,Point d'intérêt
<https://www.datatourisme.fr/ontology/core#Guesthouse>,Chambre d'hôtes,<https://www.datatourisme.fr/ontology/core#RentalAccommodation>,Hébergement locatif
<https://www.datatourisme.fr/ontology/core#RentalAccommodation>,Hébergement locatif,<https://www.datatourisme.fr/ontology/core#Accommodation>,Hébergement
<https://www.datatourisme.fr/ontology/core#Restaurant>,Restaurant,<https://www.datatourisme.fr/ontology/core#FoodEstablishment>,Restauration
<https://www.datatourisme.fr/ontology/core#Store>,Commerce de détail,<https://www.datatourisme.fr/ontology/core#PlaceOfInterest>,Lieu
<https://www.datatourisme.fr/ontology/core#TastingProvider>,Fournisseur de dégustation,<https://www.datatourisme.fr/ontology/core#PlaceOfInterest>,Lieu
<https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation>,Meublés de tourisme,<https://www.datatourisme.fr/ontology/core#RentalAccommodation>,Hébergement locatif
<https://www.datatourisme.fr/ontology/core#Practice>,Pratique,<https://www.datatourisme.fr/ontology/core#Product>,Produit
<https://www.datatourisme.fr/ontology/core#Rental>,Location,<https://www.datatourisme.fr/ontology/core#Product>,Produit
<https://www.datatourisme.fr/ontology/core#ScaleRating>,Note,<https://www.datatourisme.fr/ontology/core#Rating>,Valeur de classement
<https://www.datatourisme.fr/ontology/core#ScaleReviewSystem>,Système de classement par note,<https://www.datatourisme.fr/ontology/core#ReviewSystem>,Système de classement
<https://www.datatourisme.fr/ontology/core#Bocage>,Bocage,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#Bog>,Tourbière,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#BoatRestaurant>,Bateau-restaurant,<https://www.datatourisme.fr/ontology/core#Restaurant>,Restaurant
<https://www.datatourisme.fr/ontology/core#BrasserieOrTavern>,Brasserie ou taverne,<https://www.datatourisme.fr/ontology/core#Restaurant>,Restaurant
<https://www.datatourisme.fr/ontology/core#BoutiqueOrLocalShop>,"Boutique, commerce de proximité",<https://www.datatourisme.fr/ontology/core#Store>,Commerce de détail
<https://www.datatourisme.fr/ontology/core#Brewery>,Brasseur,<https://www.datatourisme.fr/ontology/core#TastingProvider>,Fournisseur de dégustation
<https://www.datatourisme.fr/ontology/core#Bubble>,Bulle,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Produit d'hébergement
<https://www.datatourisme.fr/ontology/core#BoardMeeting>,Conseil d'administration,<https://www.datatourisme.fr/ontology/core#BusinessEvent>,Evènement professionnel d'entreprise
<https://www.datatourisme.fr/ontology/core#BuddhistTemple>,Temple bouddhique,<https://www.datatourisme.fr/ontology/core#ReligiousSite>,Site religieux
<https://www.datatourisme.fr/ontology/core#Bridge>,Pont,<https://www.datatourisme.fr/ontology/core#RemarkableBuilding>,Bâtiment civil remarquable
<https://www.datatourisme.fr/ontology/core#BricABrac>,Brocante,<https://www.datatourisme.fr/ontology/core#SaleEvent>,Evènement commercial
<https://www.datatourisme.fr/ontology/core#BoulesPitch>,Boulodrome,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#BowlingAlley>,Bowling,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#ChildrensGite>,Gîte d'enfants,<https://www.datatourisme.fr/ontology/core#CollectiveAccommodation>,Hébergement collectif
<https://www.datatourisme.fr/ontology/core#ThalassotherapyCentre>,Centre de thalassothérapie,<https://www.datatourisme.fr/ontology/core#MedicalPlace>,Lieu de santé
<https://www.datatourisme.fr/ontology/core#PointOfView>,Point de vue,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#Pond>,Etang,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#Causse>,Causse,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#CaveSinkholeOrAven>,"Grotte, gouffre, aven, caverne, carrière",<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#ChalkyLawn>,Pelouse calcaire,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#Product>,Produit,<https://www.datatourisme.fr/ontology/core#PointOfInterest>,Point d'intérêt
<https://www.datatourisme.fr/ontology/core#Producer>,Producteur,<https://www.datatourisme.fr/ontology/core#TastingProvider>,Fournisseur de dégustation
<https://www.datatourisme.fr/ontology/core#ProducersGroup>,Groupement de producteurs,<https://www.datatourisme.fr/ontology/core#TastingProvider>,Fournisseur de dégustation
<https://www.datatourisme.fr/ontology/core#Tent>,Tente,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Produit d'hébergement
<https://www.datatourisme.fr/ontology/core#Tipi>,Tipi,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Produit d'hébergement
<https://www.datatourisme.fr/ontology/core#CastleAndPrestigeMansion>,Château et demeure de prestige,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Produit d'hébergement
<https://www.datatourisme.fr/ontology/core#ChamberOfCommerceAndIndustry>,Chambre de commerce et d'industrie,<https://www.datatourisme.fr/ontology/core#BusinessPlace>,Site d'affaires
<https://www.datatourisme.fr/ontology/core#RemembranceSite>,Lieu de mémoire,<https://www.datatourisme.fr/ontology/core#CulturalSite>,Site culturel
<https://www.datatourisme.fr/ontology/core#SaleEvent>,Evènement commercial,<https://www.datatourisme.fr/ontology/core#EntertainmentAndEvent>,Fête et manifestation
<https://www.datatourisme.fr/ontology/core#River>,Rivière ou fleuve,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#RoadTour>,Itinéraire routier,<https://www.datatourisme.fr/ontology/core#Tour>,Itinéraire touristique
<https://www.datatourisme.fr/ontology/core#RouteTheme>,Nom d'itinéraire,<https://www.datatourisme.fr/ontology/core#Theme>,Thème
<https://www.datatourisme.fr/ontology/core#Room>,Chambre,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Produit d'hébergement
<https://www.datatourisme.fr/ontology/core#RomanPath>,Voie romaine,<https://www.datatourisme.fr/ontology/core#ArcheologicalSite>,Site archéologique
<https://www.datatourisme.fr/ontology/core#Ruins>,Ruines et vestiges,<https://www.datatourisme.fr/ontology/core#ArcheologicalSite>,Site archéologique
<https://www.datatourisme.fr/ontology/core#RVServiceArea>,Borne de service camping car,<https://www.datatourisme.fr/ontology/core#ConvenientService>,Service pratique
<https://www.datatourisme.fr/ontology/core#RoomFeatureSpecification>,Spécification d'équipement de pièce,<https://www.datatourisme.fr/ontology/core#FeatureSpecification>,Spécification d'équipement et service
<https://www.datatourisme.fr/ontology/core#ScaleReview>,Classement par note,<https://www.datatourisme.fr/ontology/core#Review>,Classement
<https://www.datatourisme.fr/ontology/core#RiverPort>,Halte et port fluvial,<https://www.datatourisme.fr/ontology/core#Transport>,Transport
<https://www.datatourisme.fr/ontology/core#Bastide>,Bastide,<https://www.datatourisme.fr/ontology/core#CityHeritage>,Ville et village
<https://www.datatourisme.fr/ontology/core#Bakery>,Boulangerie,<https://www.datatourisme.fr/ontology/core#FoodEstablishment>,Restauration
<https://www.datatourisme.fr/ontology/core#Beach>,Plage,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#Bed>,Lit,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Produit d'hébergement
<https://www.datatourisme.fr/ontology/core#Basilica>,Basilique,<https://www.datatourisme.fr/ontology/core#ReligiousSite>,Site religieux
<https://www.datatourisme.fr/ontology/core#Bishopric>,Evéché,<https://www.datatourisme.fr/ontology/core#ReligiousSite>,Site religieux
<https://www.datatourisme.fr/ontology/core#Auditorium>,Auditorium,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#BalneotherapyCentre>,Centre de balnéothérapie,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#BeachClub>,Club de plage,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#BilliardRoom>,Salle de billard,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#BikeStationOrDepot>,Station ou dépôt de vélo,<https://www.datatourisme.fr/ontology/core#Transport>,Transport
<https://www.datatourisme.fr/ontology/core#TypeOfBed>,Type de lit,<https://www.datatourisme.fr/ontology/core#AccommodationAmenity>,Équipement et service d'hébergement
<https://www.datatourisme.fr/ontology/core#ParkAndGardenTheme>,Thème de parc et jardin,<https://www.datatourisme.fr/ontology/core#Theme>,Thème
<https://www.datatourisme.fr/ontology/core#SpatialEnvironmentTheme>,Thème d'environnement de POI,<https://www.datatourisme.fr/ontology/core#Theme>,Thème
<https://www.datatourisme.fr/ontology/core#SportsTheme>,Thèmes d’activité et évènements sport et loisirs,<https://www.datatourisme.fr/ontology/core#Theme>,Thème
<https://www.datatourisme.fr/ontology/core#InformativeAmenity>,Équipement et service d'information,<https://www.datatourisme.fr/ontology/core#Amenity>,Équipement et service
<https://www.datatourisme.fr/ontology/core#RoomAmenity>,Pièce,<https://www.datatourisme.fr/ontology/core#Amenity>,Équipement et service
<https://www.datatourisme.fr/ontology/core#NaturalHeritageAmenity>,Équipement et service de patrimoine naturel,<https://www.datatourisme.fr/ontology/core#Amenity>,Équipement et service
<https://www.datatourisme.fr/ontology/core#PeopleAudience>,"Audience de personnes, clients",<https://www.datatourisme.fr/ontology/core#Audience>,Audience
<https://www.datatourisme.fr/ontology/core#PedestrianLocomotionMode>,Pédestre,<https://www.datatourisme.fr/ontology/core#LocomotionMode>,Mode de locomotion pour les itinéraires
<https://www.datatourisme.fr/ontology/core#RoadsideLocomotionMode>,Routier,<https://www.datatourisme.fr/ontology/core#LocomotionMode>,Mode de locomotion pour les itinéraires
<https://www.datatourisme.fr/ontology/core#WintersportsLocomotionMode>,Sports d'hiver,<https://www.datatourisme.fr/ontology/core#LocomotionMode>,Mode de locomotion pour les itinéraires
<https://www.datatourisme.fr/ontology/core#RentalPricingOffer>,"Prestation tarifée de location (hors hébergement): vélo, salle de réunion",<https://www.datatourisme.fr/ontology/core#PricingOffer>,Prestation tarifée
<https://www.datatourisme.fr/ontology/core#MTBRouteTheme>,Itinéraire VTT,<https://www.datatourisme.fr/ontology/core#RouteTheme>,Nom d'itinéraire
<https://www.datatourisme.fr/ontology/core#CulturalEvent>,Évènement culturel,<https://www.datatourisme.fr/ontology/core#EntertainmentAndEvent>,Fête et manifestation
<https://www.datatourisme.fr/ontology/core#Crest>,Crête,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#Cuesta>,Cuesta,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#Culture>,Culture,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#Course>,Cours,<https://www.datatourisme.fr/ontology/core#Practice>,Pratique
<https://www.datatourisme.fr/ontology/core#CraftsmanShop>,Artisan d'art,<https://www.datatourisme.fr/ontology/core#Store>,Commerce de détail
<https://www.datatourisme.fr/ontology/core#CoveredMarket>,"Halle, marché couvert",<https://www.datatourisme.fr/ontology/core#TechnicalHeritage>,"Patrimoine industriel, artisanal, rural, agricole et technique"
<https://www.datatourisme.fr/ontology/core#CyclingTour>,Itinéraire cyclable,<https://www.datatourisme.fr/ontology/core#Tour>,Itinéraire touristique
<https://www.datatourisme.fr/ontology/core#CulturalActivityProvider>,Prestataire d'activité culturelle,<https://www.datatourisme.fr/ontology/core#ActivityProvider>,Prestataire d'activité
<https://www.datatourisme.fr/ontology/core#Cybercafe>,Cybercafé,<https://www.datatourisme.fr/ontology/core#ConvenientService>,Service pratique
<https://www.datatourisme.fr/ontology/core#DanceEvent>,Spectacle de danse,<https://www.datatourisme.fr/ontology/core#CulturalEvent>,Évènement culturel
<https://www.datatourisme.fr/ontology/core#CulturalHeritageFeatureSpecification>,Spécification d'équipement de patrimoine culturel,<https://www.datatourisme.fr/ontology/core#FeatureSpecification>,Spécification d'équipement et service
<https://www.datatourisme.fr/ontology/core#CrossCountrySkiResort>,Domaine de ski nordique,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#CrossCountrySkiTrail>,Piste de ski de fond,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,"Site sportif, récréatif et de loisirs"
<https://www.datatourisme.fr/ontology/core#Forest>,Forêt,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Site naturel
<https://www.datatourisme.fr/ontology/core#FirstPractice>,Baptême sportif,<https://www.datatourisme.fr/ontology/core#Practice>,Pratique
